h,8.195610,0.02267175195125425
ka,8.225503,0.022754445817980317
story,8.193677,0.022666404637689815
kia,8.187855,0.0226502990714342
ha,8.185907,0.022644910262937818
good,8.197539,0.02267708819950349
//www,8.180601,0.022630232122341404
best,8.184235,0.022640284961189378
yaar,8.186743,0.022647222913812035
even,8.180881,0.02263100669440454
lady,8.181161,0.022631781266467674
case,8.194229,0.022667931651185712
hi,8.204945,0.022697575630573414
ke,8.212297,0.022717913679888305
Crime,8.183118,0.022637194971923232
hai,8.243019,0.022802900833187017
tha,8.185350,0.022643369417797935
police,8.198639,0.022680131161180093
bhai,8.185071,0.0226425976120636
de,8.184514,0.02264105676692372
k,8.213111,0.02272016547152899
acting,8.210668,0.02271340733027814
kya,8.199189,0.022681652642018393
ye,8.187021,0.022647991953217577
se,8.186743,0.022647222913812035
I,8.212026,0.022717164004784345
like,8.211211,0.02271490944681486
sab,8.182000,0.022634102216328285
don\u0026#39,8.180601,0.022630232122341404
crime,8.242493,0.02280144574423984
ho,8.196988,0.02267556395233639
inspector,8.196161,0.022673276198421344
log,8.187021,0.022647991953217577
ki,8.220941,0.022741825826008807
life,8.181161,0.022631781266467674
larki,8.181441,0.02263255583853081
nhi,8.186186,0.022645682068672155
/\u003e,8.183956,0.022639513155455045
hota,8.181720,0.02263332764426515
hain,8.192017,0.022661812531886944
sala,8.181161,0.022631781266467674
nice,8.184235,0.022640284961189378
yeh,8.181161,0.022631781266467674
rape,8.185907,0.022644910262937818
episode,8.234300,0.022778781212406743
love,8.186743,0.022647222913812035
jo,8.183677,0.022638741349720704
harami,8.181441,0.02263255583853081
people,8.181720,0.02263332764426515
aur,8.200837,0.022686211551875703
koi,8.185350,0.022643369417797935
ko,8.260493,0.022851239662584243
bhi,8.203030,0.02269227811092733
India,8.183677,0.022638741349720704
youtube,8.180601,0.022630232122341404
patrol,8.228711,0.02276332020076081
\u003cbr,8.224164,0.022750741703721253
india,8.182559,0.022635648594125757
